Source,Target,weight,weight_inv
beric-dondarrion,joffrey-baratheon,3,0.3333333333333333
beric-dondarrion,lem,14,0.07142857142857142
beric-dondarrion,loras-tyrell,5,0.2
beric-dondarrion,mariya-darry,5,0.2
beric-dondarrion,robert-baratheon,5,0.2
beric-dondarrion,sandor-clegane,18,0.05555555555555555
beric-dondarrion,sansa-stark,4,0.25
beric-dondarrion,thoros-of-myr,39,0.02564102564102564
beric-dondarrion,tom-of-sevenstreams,4,0.25
beth-cassel,bran-stark,4,0.25
beth-cassel,rodrik-cassel,4,0.25
beth-cassel,theon-greyjoy,3,0.3333333333333333
big-boil,jon-snow,3,0.3333333333333333
big-boil,ygritte,3,0.3333333333333333
biter,brienne-of-tarth,5,0.2
biter,jaqen-hghar,12,0.08333333333333333
biter,rorge,17,0.058823529411764705
biter,yoren,3,0.3333333333333333
black-balaq,franklyn-flowers,3,0.3333333333333333
blane,jeor-mormont,3,0.3333333333333333
bloodbeard,daenerys-targaryen,3,0.3333333333333333
bloodbeard,hizdahr-zo-loraq,5,0.2
bloodbeard,tattered-prince,3,0.3333333333333333
blue-bard,cersei-lannister,7,0.14285714285714285
blue-bard,lambert-turnberry,3,0.3333333333333333
blue-bard,margaery-tyrell,6,0.16666666666666666
blue-bard,qyburn,4,0.25
blue-bard,tallad,3,0.3333333333333333
bonifer-hasty,jaime-lannister,4,0.25
boros-blount,cersei-lannister,23,0.043478260869565216
boros-blount,gyles-rosby,5,0.2
boros-blount,jaime-lannister,9,0.1111111111111111
boros-blount,joffrey-baratheon,14,0.07142857142857142
boros-blount,loras-tyrell,5,0.2
boros-blount,meryn-trant,31,0.03225806451612903
boros-blount,osmund-kettleblack,8,0.125
boros-blount,osney-kettleblack,3,0.3333333333333333
boros-blount,sansa-stark,14,0.07142857142857142
boros-blount,tanda-stokeworth,3,0.3333333333333333
boros-blount,tommen-baratheon,14,0.07142857142857142
boros-blount,tyrion-lannister,14,0.07142857142857142
bowen-marsh,cellador,8,0.125
bowen-marsh,cotter-pyke,3,0.3333333333333333
bowen-marsh,denys-mallister,5,0.2
bowen-marsh,donal-noye,4,0.25
bowen-marsh,eddison-tollett,12,0.08333333333333333
bowen-marsh,hobb,3,0.3333333333333333
bowen-marsh,janos-slynt,10,0.1
bowen-marsh,jeor-mormont,16,0.0625
bowen-marsh,jon-snow,60,0.016666666666666666
bowen-marsh,mance-rayder,5,0.2
bowen-marsh,othell-yarwyck,28,0.03571428571428571
bowen-marsh,samwell-tarly,10,0.1
bowen-marsh,satin,3,0.3333333333333333
bowen-marsh,stannis-baratheon,3,0.3333333333333333
bowen-marsh,tormund,5,0.2
bowen-marsh,wick-whittlestick,5,0.2
bran-stark,brynden-rivers,14,0.07142857142857142
bran-stark,catelyn-stark,24,0.041666666666666664
bran-stark,cersei-lannister,6,0.16666666666666666
bran-stark,chayle,3,0.3333333333333333
bran-stark,cley-cerwyn,5,0.2
bran-stark,coldhands,10,0.1
bran-stark,donella-hornwood,5,0.2
bran-stark,eddard-stark,34,0.029411764705882353
bran-stark,hali,3,0.3333333333333333
bran-stark,hallis-mollen,3,0.3333333333333333
bran-stark,hayhead,6,0.16666666666666666
bran-stark,hodor,209,0.004784688995215311
bran-stark,howland-reed,3,0.3333333333333333
bran-stark,hullen,3,0.3333333333333333
bran-stark,jeor-mormont,4,0.25
bran-stark,joffrey-baratheon,6,0.16666666666666666
bran-stark,jojen-reed,112,0.008928571428571428
bran-stark,jon-arryn,7,0.14285714285714285
bran-stark,jon-snow,90,0.011111111111111112
bran-stark,jon-umber-(greatjon),3,0.3333333333333333
bran-stark,jory-cassel,11,0.09090909090909091
bran-stark,joseth,4,0.25
bran-stark,leaf,5,0.2
bran-stark,luwin,116,0.008620689655172414
bran-stark,meera-reed,123,0.008130081300813009
bran-stark,mikken,11,0.09090909090909091
bran-stark,nan,38,0.02631578947368421
bran-stark,osha,42,0.023809523809523808
bran-stark,petyr-baelish,3,0.3333333333333333
bran-stark,poxy-tym,3,0.3333333333333333
bran-stark,ramsay-snow,7,0.14285714285714285
bran-stark,reek,3,0.3333333333333333
bran-stark,renly-baratheon,3,0.3333333333333333
bran-stark,rickard-karstark,4,0.25
bran-stark,rickard-stark,4,0.25
bran-stark,rickon-stark,129,0.007751937984496124
bran-stark,robb-stark,169,0.005917159763313609
bran-stark,robert-baratheon,11,0.09090909090909091
bran-stark,rodrik-cassel,40,0.025
bran-stark,samwell-tarly,11,0.09090909090909091
bran-stark,sansa-stark,25,0.04
bran-stark,stafford-lannister,3,0.3333333333333333
bran-stark,stiv,4,0.25
bran-stark,theon-greyjoy,64,0.015625
bran-stark,tommen-baratheon,8,0.125
bran-stark,tyrion-lannister,31,0.03225806451612903
bran-stark,walder-frey-(son-of-jammos),5,0.2
bran-stark,walder-frey-(son-of-merrett),12,0.08333333333333333
bran-stark,wyman-manderly,6,0.16666666666666666
bran-stark,yoren,3,0.3333333333333333
brandon-norrey,jon-snow,3,0.3333333333333333
brandon-norrey,torghen-flint,3,0.3333333333333333
brandon-stark,eddard-stark,19,0.05263157894736842
brandon-stark,lyanna-stark,4,0.25
brandon-stark,petyr-baelish,14,0.07142857142857142
brandon-stark,rickard-stark,3,0.3333333333333333
brandon-stark,rickon-stark,3,0.3333333333333333
brandon-stark,robb-stark,3,0.3333333333333333
brandon-stark,robert-baratheon,5,0.2
brea,brusco,6,0.16666666666666666
brea,talea,4,0.25
brella,sansa-stark,8,0.125
brella,shae,4,0.25
brenett,catelyn-stark,3,0.3333333333333333
brienne-of-tarth,catelyn-stark,53,0.018867924528301886
brienne-of-tarth,cersei-lannister,8,0.125
brienne-of-tarth,clarence-crabb,4,0.25
brienne-of-tarth,cleos-frey,12,0.08333333333333333
brienne-of-tarth,creighton-longbough,8,0.125
brienne-of-tarth,dick-crabb,21,0.047619047619047616
brienne-of-tarth,dontos-hollard,7,0.14285714285714285
brienne-of-tarth,edmure-tully,3,0.3333333333333333
brienne-of-tarth,elder-brother,4,0.25
brienne-of-tarth,elmar-frey,6,0.16666666666666666
brienne-of-tarth,emmon-cuy,8,0.125
brienne-of-tarth,gendry,6,0.16666666666666666
brienne-of-tarth,hyle-hunt,17,0.058823529411764705
brienne-of-tarth,illifer,8,0.125
brienne-of-tarth,jaime-lannister,111,0.009009009009009009
brienne-of-tarth,jeyne-heddle,4,0.25
brienne-of-tarth,joffrey-baratheon,4,0.25
brienne-of-tarth,loras-tyrell,6,0.16666666666666666
brienne-of-tarth,lysa-arryn,3,0.3333333333333333
brienne-of-tarth,meribald,17,0.058823529411764705
brienne-of-tarth,narbert,6,0.16666666666666666
brienne-of-tarth,podrick-payne,36,0.027777777777777776
brienne-of-tarth,pyg,4,0.25
brienne-of-tarth,qyburn,3,0.3333333333333333
brienne-of-tarth,randyll-tarly,8,0.125
brienne-of-tarth,renly-baratheon,37,0.02702702702702703
brienne-of-tarth,robar-royce,3,0.3333333333333333
brienne-of-tarth,robb-stark,5,0.2
brienne-of-tarth,robert-baratheon,3,0.3333333333333333
brienne-of-tarth,roose-bolton,11,0.09090909090909091
brienne-of-tarth,sandor-clegane,12,0.08333333333333333
brienne-of-tarth,sansa-stark,24,0.041666666666666664
brienne-of-tarth,selwyn-tarth,4,0.25
brienne-of-tarth,shagwell,9,0.1111111111111111
brienne-of-tarth,stannis-baratheon,5,0.2
brienne-of-tarth,timeon,5,0.2
brienne-of-tarth,tommen-baratheon,3,0.3333333333333333
brienne-of-tarth,tyrion-lannister,7,0.14285714285714285
brienne-of-tarth,tywin-lannister,3,0.3333333333333333
brienne-of-tarth,vargo-hoat,4,0.25
brienne-of-tarth,vyman,3,0.3333333333333333
brienne-of-tarth,walton,3,0.3333333333333333
brienne-of-tarth,willow-heddle,5,0.2
bronn,catelyn-stark,6,0.16666666666666666
bronn,cersei-lannister,23,0.043478260869565216
bronn,chiggen,8,0.125
bronn,falyse-stokeworth,3,0.3333333333333333
bronn,gregor-clegane,4,0.25
bronn,jacelyn-bywater,7,0.14285714285714285
bronn,joffrey-baratheon,12,0.08333333333333333
bronn,lollys-stokeworth,7,0.14285714285714285
bronn,mandon-moore,8,0.125
bronn,marillion,4,0.25
bronn,oberyn-martell,4,0.25
bronn,podrick-payne,20,0.05
bronn,rodrik-cassel,4,0.25
bronn,shae,3,0.3333333333333333
bronn,shagga,3,0.3333333333333333
bronn,stannis-baratheon,3,0.3333333333333333
bronn,timett,5,0.2
bronn,tommen-baratheon,7,0.14285714285714285
bronn,tyrion-lannister,137,0.0072992700729927005
bronn,tywin-lannister,7,0.14285714285714285
bronn,vardis-egen,11,0.09090909090909091
bronn,varys,12,0.08333333333333333
bronn,willis-wode,5,0.2
brus-buckler,malegorn,6,0.16666666666666666
brus-buckler,narbert-grandison,4,0.25
brus-buckler,selyse-florent,5,0.2
bryce-caron,cortnay-penrose,3,0.3333333333333333
bryce-caron,eldon-estermont,3,0.3333333333333333
bryce-caron,guyard-morrigen,5,0.2
bryce-caron,renly-baratheon,7,0.14285714285714285
bryce-caron,stannis-baratheon,3,0.3333333333333333
brynden-rivers,meera-reed,3,0.3333333333333333
brynden-tully,catelyn-stark,29,0.034482758620689655
brynden-tully,daven-lannister,3,0.3333333333333333
brynden-tully,edmure-tully,24,0.041666666666666664
brynden-tully,edwyn-frey,3,0.3333333333333333
brynden-tully,emmon-frey,7,0.14285714285714285
brynden-tully,hoster-tully,5,0.2
brynden-tully,jaime-lannister,29,0.034482758620689655
brynden-tully,lyle-crakehall,4,0.25
brynden-tully,lysa-arryn,10,0.1
brynden-tully,nestor-royce,3,0.3333333333333333
brynden-tully,rickard-karstark,4,0.25
brynden-tully,robb-stark,27,0.037037037037037035
brynden-tully,ryman-frey,3,0.3333333333333333
brynden-tully,theon-greyjoy,6,0.16666666666666666
brynden-tully,tyrion-lannister,4,0.25
brynden-tully,tywin-lannister,10,0.1
brynden-tully,walder-frey,7,0.14285714285714285
bump,varamyr,5,0.2
butterbumps,olenna-redwyne,4,0.25
butterbumps,sansa-stark,6,0.16666666666666666
byam-flint,craster,3,0.3333333333333333
caggo,gerris-drinkwater,3,0.3333333333333333
caggo,lucifer-long,3,0.3333333333333333
caggo,meris,7,0.14285714285714285
caggo,quentyn-martell,7,0.14285714285714285
caggo,tattered-prince,4,0.25
caleotte,doran-martell,11,0.09090909090909091
caleotte,gregor-clegane,4,0.25
caleotte,obara-sand,5,0.2
camarron,spotted-cat,3,0.3333333333333333
captain-myraham,theon-greyjoy,4,0.25
captain-myraham-daughter,theon-greyjoy,3,0.3333333333333333
catelyn-stark,cersei-lannister,30,0.03333333333333333
catelyn-stark,cleos-frey,9,0.1111111111111111
catelyn-stark,colemon,3,0.3333333333333333
catelyn-stark,colen-of-greenpools,6,0.16666666666666666
catelyn-stark,dacey-mormont,5,0.2
catelyn-stark,desmond-grell,9,0.1111111111111111
catelyn-stark,donnel-waynwood,3,0.3333333333333333
catelyn-stark,eddard-stark,88,0.011363636363636364
catelyn-stark,edmure-tully,42,0.023809523809523808
catelyn-stark,elmar-frey,5,0.2
catelyn-stark,eon-hunter,3,0.3333333333333333
catelyn-stark,hallis-mollen,16,0.0625
catelyn-stark,hoster-tully,27,0.037037037037037035
catelyn-stark,hyle-hunt,3,0.3333333333333333
catelyn-stark,jaime-lannister,59,0.01694915254237288
catelyn-stark,jason-mallister,5,0.2
catelyn-stark,jeyne-westerling,13,0.07692307692307693
catelyn-stark,joffrey-baratheon,11,0.09090909090909091
catelyn-stark,jon-arryn,11,0.09090909090909091
catelyn-stark,jon-snow,14,0.07142857142857142
catelyn-stark,jon-umber-(greatjon),14,0.07142857142857142
catelyn-stark,loras-tyrell,6,0.16666666666666666
catelyn-stark,lothar-frey,3,0.3333333333333333
catelyn-stark,luwin,14,0.07142857142857142
catelyn-stark,lysa-arryn,55,0.01818181818181818
catelyn-stark,maege-mormont,6,0.16666666666666666
catelyn-stark,margaery-tyrell,4,0.25
catelyn-stark,marillion,6,0.16666666666666666
catelyn-stark,marq-piper,3,0.3333333333333333
catelyn-stark,masha-heddle,5,0.2
catelyn-stark,mathis-rowan,3,0.3333333333333333
catelyn-stark,moreo-tumitis,3,0.3333333333333333
catelyn-stark,mya-stone,9,0.1111111111111111
catelyn-stark,mychel-redfort,3,0.3333333333333333
catelyn-stark,nestor-royce,3,0.3333333333333333
catelyn-stark,petyr-baelish,31,0.03225806451612903
catelyn-stark,randyll-tarly,6,0.16666666666666666
catelyn-stark,raynald-westerling,5,0.2
catelyn-stark,renly-baratheon,55,0.01818181818181818
catelyn-stark,rickard-karstark,12,0.08333333333333333
catelyn-stark,rickon-stark,6,0.16666666666666666
catelyn-stark,robar-royce,7,0.14285714285714285
catelyn-stark,robb-stark,128,0.0078125
catelyn-stark,robert-arryn,3,0.3333333333333333
catelyn-stark,robert-baratheon,27,0.037037037037037035
catelyn-stark,robin-ryger,3,0.3333333333333333
catelyn-stark,rodrik-cassel,28,0.03571428571428571
catelyn-stark,roose-bolton,10,0.1
catelyn-stark,roslin-frey,7,0.14285714285714285
catelyn-stark,ryman-frey,6,0.16666666666666666
catelyn-stark,sansa-stark,32,0.03125
catelyn-stark,stafford-lannister,3,0.3333333333333333
catelyn-stark,stannis-baratheon,24,0.041666666666666664
catelyn-stark,stevron-frey,5,0.2
catelyn-stark,tansy,8,0.125
catelyn-stark,theon-greyjoy,14,0.07142857142857142
catelyn-stark,tyrion-lannister,69,0.014492753623188406
catelyn-stark,tytos-blackwood,4,0.25
catelyn-stark,tywin-lannister,21,0.047619047619047616
catelyn-stark,utherydes-wayn,3,0.3333333333333333
catelyn-stark,vardis-egen,5,0.2
catelyn-stark,varys,10,0.1
catelyn-stark,vyman,13,0.07692307692307693
catelyn-stark,walder-frey,38,0.02631578947368421
catelyn-stark,wendel-manderly,10,0.1
catelyn-stark,willis-wode,5,0.2
cayn,eddard-stark,7,0.14285714285714285
cayn,renly-baratheon,3,0.3333333333333333
cayn,tomard,6,0.16666666666666666
cedra,garin-(orphan),5,0.2
cedric-payne,podrick-payne,3,0.3333333333333333
cellador,clydas,3,0.3333333333333333
cellador,jon-snow,3,0.3333333333333333
cellador,othell-yarwyck,8,0.125
cersei-lannister,chiswyck,3,0.3333333333333333
cersei-lannister,cleos-frey,6,0.16666666666666666
cersei-lannister,daenerys-targaryen,3,0.3333333333333333
cersei-lannister,doran-martell,3,0.3333333333333333
cersei-lannister,dorcas,18,0.05555555555555555
cersei-lannister,dunsen,16,0.0625
cersei-lannister,eddard-stark,91,0.01098901098901099
cersei-lannister,elia-martell,4,0.25
cersei-lannister,ellaria-sand,4,0.25
cersei-lannister,falyse-stokeworth,14,0.07142857142857142
cersei-lannister,garlan-tyrell,3,0.3333333333333333
cersei-lannister,garth-tyrell,3,0.3333333333333333
cersei-lannister,gregor-clegane,21,0.047619047619047616
cersei-lannister,gyles-rosby,24,0.041666666666666664
cersei-lannister,harys-swyft,4,0.25
cersei-lannister,high-septon-(tyrions),3,0.3333333333333333
cersei-lannister,high-sparrow,35,0.02857142857142857
cersei-lannister,ilyn-payne,34,0.029411764705882353
cersei-lannister,jacelyn-bywater,4,0.25
cersei-lannister,jaime-lannister,130,0.007692307692307693
cersei-lannister,jalabhar-xho,3,0.3333333333333333
cersei-lannister,janos-slynt,13,0.07692307692307693
cersei-lannister,jocelyn-swyft,13,0.07692307692307693
cersei-lannister,joffrey-baratheon,173,0.005780346820809248
cersei-lannister,jon-arryn,7,0.14285714285714285
cersei-lannister,jon-snow,7,0.14285714285714285
cersei-lannister,jory-cassel,5,0.2
cersei-lannister,kevan-lannister,24,0.041666666666666664
cersei-lannister,lancel-lannister,38,0.02631578947368421
cersei-lannister,loras-tyrell,24,0.041666666666666664
cersei-lannister,lysa-arryn,9,0.1111111111111111
cersei-lannister,mace-tyrell,26,0.038461538461538464
cersei-lannister,maegor-i-targaryen,3,0.3333333333333333
cersei-lannister,maggy,5,0.2
cersei-lannister,mandon-moore,4,0.25
cersei-lannister,margaery-tyrell,79,0.012658227848101266
cersei-lannister,mark-mullendore,3,0.3333333333333333
cersei-lannister,melara-hetherspoon,5,0.2
cersei-lannister,meryn-trant,46,0.021739130434782608
cersei-lannister,moelle,4,0.25
cersei-lannister,moon-boy,5,0.2
cersei-lannister,mordane,3,0.3333333333333333
cersei-lannister,myrcella-baratheon,19,0.05263157894736842
cersei-lannister,oberyn-martell,9,0.1111111111111111
cersei-lannister,olenna-redwyne,11,0.09090909090909091
cersei-lannister,orton-merryweather,9,0.1111111111111111
cersei-lannister,osfryd-kettleblack,15,0.06666666666666667
cersei-lannister,osmund-kettleblack,37,0.02702702702702703
cersei-lannister,osney-kettleblack,30,0.03333333333333333
cersei-lannister,petyr-baelish,27,0.037037037037037035
cersei-lannister,polliver,9,0.1111111111111111
cersei-lannister,preston-greenfield,3,0.3333333333333333
cersei-lannister,pycelle,34,0.029411764705882353
cersei-lannister,qyburn,30,0.03333333333333333
cersei-lannister,rafford,16,0.0625
cersei-lannister,raynard,3,0.3333333333333333
cersei-lannister,renly-baratheon,12,0.08333333333333333
cersei-lannister,rhaegar-targaryen,8,0.125
cersei-lannister,robb-stark,15,0.06666666666666667
cersei-lannister,robert-baratheon,134,0.007462686567164179
cersei-lannister,robert-strong,4,0.25
cersei-lannister,sandor-clegane,19,0.05263157894736842
cersei-lannister,sansa-stark,95,0.010526315789473684
cersei-lannister,scolera,5,0.2
cersei-lannister,senelle,9,0.1111111111111111
cersei-lannister,shae,9,0.1111111111111111
cersei-lannister,stannis-baratheon,42,0.023809523809523808
cersei-lannister,taena-of-myr,46,0.021739130434782608
cersei-lannister,tallad,4,0.25
cersei-lannister,tanda-stokeworth,3,0.3333333333333333
cersei-lannister,tickler,11,0.09090909090909091
cersei-lannister,tommen-baratheon,111,0.009009009009009009
cersei-lannister,tyrion-lannister,209,0.004784688995215311
cersei-lannister,tywin-lannister,57,0.017543859649122806
cersei-lannister,unella,13,0.07692307692307693
cersei-lannister,varys,53,0.018867924528301886
cersei-lannister,vayon-poole,4,0.25
cersei-lannister,vylarr,3,0.3333333333333333
cersei-lannister,walder-frey,5,0.2
cersei-lannister,willas-tyrell,5,0.2
chataya,tyrion-lannister,10,0.1
chayle,mikken,4,0.25
chella,shae,4,0.25
chella,tyrion-lannister,8,0.125
chella,varys,4,0.25
chett,jeor-mormont,6,0.16666666666666666
chett,jon-snow,9,0.1111111111111111
chett,lark,9,0.1111111111111111
chett,qhorin-halfhand,3,0.3333333333333333
chett,samwell-tarly,10,0.1
chett,small-paul,8,0.125
chiggen,tyrion-lannister,5,0.2
chiggen,willis-wode,3,0.3333333333333333
chiswyck,dunsen,3,0.3333333333333333
chiswyck,gregor-clegane,4,0.25
chiswyck,ilyn-payne,3,0.3333333333333333
chiswyck,joffrey-baratheon,3,0.3333333333333333
chiswyck,meryn-trant,3,0.3333333333333333
chiswyck,polliver,4,0.25
chiswyck,rafford,7,0.14285714285714285
chiswyck,sandor-clegane,3,0.3333333333333333
chiswyck,tickler,5,0.2
chiswyck,weese,6,0.16666666666666666
clayton-suggs,godry-farring,5,0.2
clayton-suggs,stannis-baratheon,6,0.16666666666666666
clement-piper,jaime-lannister,3,0.3333333333333333
clement-piper,karyl-vance,4,0.25
cleon,daenerys-targaryen,13,0.07692307692307693
cleon,ghael,5,0.2
cleon,quentyn-martell,3,0.3333333333333333
cleos-frey,eddard-stark,3,0.3333333333333333
cleos-frey,jaime-lannister,32,0.03125
cleos-frey,robb-stark,11,0.09090909090909091
cleos-frey,tyrion-lannister,13,0.07692307692307693
cletus-yronwood,daenerys-targaryen,3,0.3333333333333333
cletus-yronwood,gerris-drinkwater,5,0.2
cletus-yronwood,kedry,3,0.3333333333333333
cletus-yronwood,quentyn-martell,7,0.14285714285714285
cley-cerwyn,donella-hornwood,3,0.3333333333333333
cley-cerwyn,rodrik-cassel,4,0.25
clubfoot-karl,craster,6,0.16666666666666666
clubfoot-karl,samwell-tarly,3,0.3333333333333333
clydas,hobb,6,0.16666666666666666
clydas,jon-snow,30,0.03333333333333333
clydas,mully,4,0.25
clydas,samwell-tarly,9,0.1111111111111111
clydas,stannis-baratheon,3,0.3333333333333333
cohollo,daenerys-targaryen,7,0.14285714285714285
cohollo,drogo,9,0.1111111111111111
cohollo,haggo,7,0.14285714285714285
cohollo,qotho,6,0.16666666666666666
coldhands,gilly,3,0.3333333333333333
coldhands,hodor,4,0.25
coldhands,meera-reed,3,0.3333333333333333
colemon,gretchel,5,0.2
colemon,maddy,5,0.2
colemon,petyr-baelish,6,0.16666666666666666
colemon,robert-arryn,7,0.14285714285714285
colemon,vardis-egen,4,0.25
colen-of-greenpools,renly-baratheon,3,0.3333333333333333
conn,coratt,5,0.2
conn,shagga,9,0.1111111111111111
conn,tyrion-lannister,6,0.16666666666666666
corliss-penny,stannis-baratheon,3,0.3333333333333333
cortnay-penrose,davos-seaworth,5,0.2
cortnay-penrose,renly-baratheon,3,0.3333333333333333
cortnay-penrose,stannis-baratheon,18,0.05555555555555555
cortnay-penrose,tyrion-lannister,3,0.3333333333333333
cortnay-penrose,varys,3,0.3333333333333333
cotter-pyke,denys-mallister,18,0.05555555555555555
cotter-pyke,eddison-tollett,3,0.3333333333333333
cotter-pyke,jon-snow,14,0.07142857142857142
cotter-pyke,othell-yarwyck,6,0.16666666666666666
cotter-pyke,pypar,3,0.3333333333333333
cotter-pyke,samwell-tarly,10,0.1
cotter-pyke,selyse-florent,3,0.3333333333333333
cotter-pyke,stannis-baratheon,5,0.2
craster,dirk,6,0.16666666666666666
craster,dywen,7,0.14285714285714285
craster,eddison-tollett,6,0.16666666666666666
craster,gilly,24,0.041666666666666664
craster,grenn,3,0.3333333333333333
craster,jeor-mormont,30,0.03333333333333333
craster,jojen-reed,3,0.3333333333333333
craster,jon-snow,36,0.027777777777777776
craster,mance-rayder,10,0.1
craster,samwell-tarly,48,0.020833333333333332
craster,thoren-smallwood,4,0.25
craster,tormund,3,0.3333333333333333
creighton-longbough,illifer,15,0.06666666666666667
creighton-longbough,shadrich,4,0.25
cressen,davos-seaworth,14,0.07142857142857142
cressen,melisandre,7,0.14285714285714285
cressen,patchface,8,0.125
cressen,pylos,17,0.058823529411764705
cressen,renly-baratheon,4,0.25
cressen,robert-baratheon,4,0.25
cressen,selyse-florent,3,0.3333333333333333
cressen,shireen-baratheon,6,0.16666666666666666
cressen,stannis-baratheon,21,0.047619047619047616
cromm,grimtongue,4,0.25
cromm,hagen,4,0.25
cutjack,gendry,3,0.3333333333333333
cutjack,kurz,4,0.25
cutjack,tarber,3,0.3333333333333333
daario-naharis,daenerys-targaryen,65,0.015384615384615385
daario-naharis,drogo,3,0.3333333333333333
daario-naharis,grey-worm,6,0.16666666666666666
daario-naharis,groleo,4,0.25
daario-naharis,hero,7,0.14285714285714285
daario-naharis,hizdahr-zo-loraq,14,0.07142857142857142
daario-naharis,irri,10,0.1
daario-naharis,jhiqui,5,0.2
daario-naharis,jhogo,9,0.1111111111111111
daario-naharis,jorah-mormont,10,0.1
daario-naharis,missandei,4,0.25
daario-naharis,prendahl-na-ghezn,3,0.3333333333333333
daario-naharis,quentyn-martell,5,0.2
daario-naharis,rakharo,4,0.25
daario-naharis,sallor,3,0.3333333333333333
daario-naharis,skahaz-mo-kandaq,9,0.1111111111111111
dacey-mormont,maege-mormont,3,0.3333333333333333
dacey-mormont,robb-stark,3,0.3333333333333333
daemon-sand,doran-martell,3,0.3333333333333333
daemon-sand,oberyn-martell,3,0.3333333333333333
daenerys-targaryen,daeron-ii-targaryen,3,0.3333333333333333
daenerys-targaryen,doran-martell,3,0.3333333333333333
daenerys-targaryen,doreah,18,0.05555555555555555
daenerys-targaryen,drogo,123,0.008130081300813009
daenerys-targaryen,eddard-stark,5,0.2
daenerys-targaryen,eroeh,8,0.125
daenerys-targaryen,ezzara,3,0.3333333333333333
daenerys-targaryen,galazza-galare,19,0.05263157894736842
daenerys-targaryen,gerris-drinkwater,15,0.06666666666666667
daenerys-targaryen,ghael,8,0.125
daenerys-targaryen,grey-worm,25,0.04
daenerys-targaryen,groleo,10,0.1
daenerys-targaryen,haggo,12,0.08333333333333333
daenerys-targaryen,hero,5,0.2
daenerys-targaryen,hizdahr-zo-loraq,96,0.010416666666666666
daenerys-targaryen,illyrio-mopatis,36,0.027777777777777776
daenerys-targaryen,irri,73,0.0136986301369863
daenerys-targaryen,jhiqui,65,0.015384615384615385
daenerys-targaryen,jhogo,39,0.02564102564102564
daenerys-targaryen,jon-connington,6,0.16666666666666666
daenerys-targaryen,jorah-mormont,161,0.006211180124223602
daenerys-targaryen,kraznys-mo-nakloz,16,0.0625
daenerys-targaryen,lynesse-hightower,3,0.3333333333333333
daenerys-targaryen,lysono-maar,3,0.3333333333333333
daenerys-targaryen,mace-tyrell,3,0.3333333333333333
daenerys-targaryen,marselen,3,0.3333333333333333
daenerys-targaryen,meris,6,0.16666666666666666
daenerys-targaryen,mero,5,0.2
daenerys-targaryen,mezzara,4,0.25
daenerys-targaryen,miklaz,3,0.3333333333333333
daenerys-targaryen,mirri-maz-duur,34,0.029411764705882353
daenerys-targaryen,missandei,63,0.015873015873015872
daenerys-targaryen,moqorro,3,0.3333333333333333
daenerys-targaryen,oznak-zo-pahl,4,0.25
daenerys-targaryen,penny,4,0.25
daenerys-targaryen,pono,4,0.25
daenerys-targaryen,pyat-pree,14,0.07142857142857142
daenerys-targaryen,qavo-nogarys,5,0.2
daenerys-targaryen,qezza,6,0.16666666666666666
daenerys-targaryen,qotho,18,0.05555555555555555
daenerys-targaryen,quaithe,11,0.09090909090909091
daenerys-targaryen,quaro,5,0.2
daenerys-targaryen,quentyn-martell,58,0.017241379310344827
daenerys-targaryen,rakharo,22,0.045454545454545456
daenerys-targaryen,reznak-mo-reznak,19,0.05263157894736842
daenerys-targaryen,rhaegar-targaryen,27,0.037037037037037035
daenerys-targaryen,rhaegel-targaryen,5,0.2
daenerys-targaryen,robert-baratheon,26,0.038461538461538464
daenerys-targaryen,skahaz-mo-kandaq,33,0.030303030303030304
daenerys-targaryen,spotted-cat,3,0.3333333333333333
daenerys-targaryen,symon-stripeback,4,0.25
daenerys-targaryen,tattered-prince,4,0.25
daenerys-targaryen,tyrion-lannister,17,0.058823529411764705
daenerys-targaryen,varys,8,0.125
daenerys-targaryen,victarion-greyjoy,7,0.14285714285714285
daenerys-targaryen,viserys-targaryen,55,0.01818181818181818
daenerys-targaryen,xaro-xhoan-daxos,29,0.034482758620689655
daenerys-targaryen,yurkhaz-zo-yunzak,4,0.25
daeron-i-targaryen,shireen-baratheon,3,0.3333333333333333
dagmer,rodrik-cassel,3,0.3333333333333333
dagmer,theon-greyjoy,7,0.14285714285714285
dalbridge,ebben,4,0.25
dalbridge,jon-snow,4,0.25
dalbridge,qhorin-halfhand,5,0.2
dalla,gilly,10,0.1
dalla,jon-snow,6,0.16666666666666666
dalla,mance-rayder,15,0.06666666666666667
dalla,melisandre,3,0.3333333333333333
dalla,stannis-baratheon,5,0.2
dalla,val,12,0.08333333333333333
damon-dance-for-me,grunt,3,0.3333333333333333
damon-dance-for-me,ramsay-snow,7,0.14285714285714285
damon-dance-for-me,skinner,7,0.14285714285714285
damon-dance-for-me,sour-alyn,4,0.25
damon-dance-for-me,theon-greyjoy,5,0.2
danwell-frey,hosteen-frey,3,0.3333333333333333
danwell-frey,jared-frey,3,0.3333333333333333
danwell-frey,walder-frey,3,0.3333333333333333
dareon,gilly,7,0.14285714285714285
dareon,jon-snow,6,0.16666666666666666
dareon,lanna-(happy-port),4,0.25
dareon,samwell-tarly,26,0.038461538461538464
daryn-hornwood,eddard-stark,3,0.3333333333333333
daryn-hornwood,torrhen-karstark,3,0.3333333333333333
daven-lannister,emmon-frey,3,0.3333333333333333
daven-lannister,jaime-lannister,12,0.08333333333333333
